movie_title,bag_of_words
Moms' Night Out ,comedy blogger pastor reference to the shawshank redemption taser tasered  
Donnie Darko ,drama sci-fi thriller 1980s death insanity parallel universe time travel  
Saving Private Perez ,adventure comedy western conflicted hero flashback mission rescue rescue mission  
Character ,crime drama mystery bailiff lawyer office police school  
Spun ,comedy crime drama male nudity meth meth lab nudity speed freak  
Life During Wartime ,comedy drama forgiveness ghost new jersey pedophile three sisters  
Lady Vengeance ,crime drama cake christian lesbian sex oral sex pregnant schoolgirl  
Mozart's Sister ,biography drama music romance mozart musical prodigy royal court singer talent  
Mean Machine ,comedy drama sport inmate prison prison guard soccer soccer star  
Exiled ,action crime thriller baby friendship macau practical joke selfie  
Blackthorn ,action adventure western assumed identity bolivia butch cassidy doctor thief  
Lilya 4-Ever ,crime drama abandoned by mother poverty sex trade teenage prostitution unpaid bill  
After.Life ,drama horror mystery thriller breath on mirror buried alive engagement ring looking at one's self in a mirror serial killer  
Fugly ,drama thriller nan  
One Flew Over the Cuckoo's Nest ,drama 1960s escape mental institution nurse sexuality  
R.L. Stine's Monsterville: The Cabinet of Souls ,comedy cabinet carnival halloween soul temptress  
Silent Movie ,comedy romance black comedy friend modern silent movie silent movie two word title  
Airlift ,action drama history thriller war 1990s businessman evacuation historical fiction kuwait  
Anne of Green Gables ,drama family girl heroine kindred spirit orphan rural setting  
Falcon Rising ,action adventure nan  
The Sweeney ,action crime drama bank criminal detective flying squad policewoman  
Sexy Beast ,crime thriller boulder gangster one last job spain villa  
Easy Money ,action crime drama thriller double life drugs financial crisis first part serbian  
Whale Rider ,drama family girl maori new zealand tradition whale  
Paa ,comedy drama adult actor playing minor politician progeria reference to spiderman school  
Cargo ,mystery sci-fi thriller 23rd century lucid dream outer space space travel trapped in space  
High School Musical ,comedy drama family music musical romance audition basketball high school singing teenager  
Animal Kingdom ,crime drama based on film brother brother relationship crime family remake southern california  
Love and Death on Long Island ,comedy drama actor love obsession obsessive love star  
Night Watch ,fantasy thriller battle bridge mother son relationship supernatural power vampire  
The Crying Game ,crime drama romance thriller androgynous full frontal male nudity irish republican army psychological drama tragic love  
Porky's ,comedy female full frontal nudity revenge school sheriff virginity  
Survival of the Dead ,horror delaware feud island undead zombie  
Night of the Living Dead ,drama horror mystery cemetery farmhouse radiation running out of gas zombie  
Lost in Translation ,drama fish out of water japanese loneliness older man younger woman relationship unlikely friendship  
Annie Hall ,comedy romance breaking the fourth wall comedian jewish neurosis singer  
The Greatest Show on Earth ,drama family romance circus clown elephant trainer trapeze trapeze artist  
Monster's Ball ,drama romance cunnilingus female frontal nudity female nudity interracial sex rear entry sex  
Maggie ,drama horror father daughter relationship playing against type post apocalypse protective father zombie apocalypse  
Leaving Las Vegas ,drama romance alcoholic bar love prostitute sex  
Hansel & Gretel Get Baked ,comedy horror hansel and gretel lesbian kiss marijuana witch witchcraft  
The Front Page ,comedy drama romance 1920s communist escape from jail newspaper reporter  
The Boy Next Door ,mystery thriller adultery argument older woman younger man relationship oral sex sex scene  
Trapeze ,drama romance acrobat circus cripple trapeze trapeze artist  
The Kids Are All Right ,comedy drama biological father college motorcycle sperm sperm donor  
They Live ,horror sci-fi thriller alien brainwashing construction worker sunglasses teleportation  
The Great Escape ,adventure drama history thriller war digging escape escape attempt prisoner tunnel  
What the #$*! Do We (K)now!? ,comedy documentary drama fantasy mystery sci-fi consciousness photographer radical science scientist  
The Last Exorcism Part II ,drama horror thriller car fire evil hospital hotel prophecy  
Boyhood ,drama 12 year time span coming of age domestic abuse growing up separated parents  
Scoop ,comedy crime mystery english garden fake drowning fake parent musical instrument poker the card game  
The Wash ,comedy african american stereotype car wash rent roommate threatening telephone call  
3 Strikes ,comedy adult diaper diaper digit in title dream sawed off shotgun  
The Cooler ,crime drama fantasy romance female pubic hair girl in panties leg spreading public nudity sex in bed  
The Misfits ,drama romance western cowboy divorce horse sexy wild horse  
The Night Listener ,crime mystery thriller boy radio show social worker telephone wisconsin  
The Jerky Boys ,comedy crime critically bashed mafia police telephone unemployment  
The Orphanage ,drama mystery thriller dead children ghost missing child orphan orphanage  
A Haunted House 2 ,comedy fantasy bare breasts parody sexual innuendo slip and fall squirting orgasm  
The Rules of Attraction ,comedy drama romance bisexual college drug dealer drugs student  
Topaz ,drama thriller 1960s agent cuba intelligence spy  
Let's Go to Prison ,comedy crime illinois judge male full back nudity revenge wine tasting  
Four Rooms ,comedy fantasy bellhop coven gangster hotel new year's eve  
Secretary ,comedy drama romance bdsm employer employee relationship hospital mental hospital secretary  
The Real Cancun ,documentary cancun mexico mexico spring break vacation wisconsin  
Talk Radio ,drama listener neo nazi radio radio station radio talk show  
Waiting for Guffman ,comedy amateur theater dentist missouri small town travel agent  
Love Stinks ,comedy black comedy marriage marriage proposal not taking no for an answer obsessive woman  
You Kill Me ,comedy crime romance thriller alcoholic buffalo new york claim in title embalming mortuary  
Thumbsucker ,comedy drama attention deficit disorder debate drugs psychologist school  
Red State ,action crime horror thriller atf agent ball gag cult leader pastor pretending to be dead  
Mirrormask ,adventure fantasy circus dark fantasy dream dream world fantasy world  
Samsara ,documentary music hall of mirrors mont saint michel france palace of versailles turkey the country yellowstone national park  
The Barbarians ,adventure fantasy bare breasts comic relief dragon gladiator harem  
The Art of Getting By ,drama romance art teacher artist high school homework principal  
Zipper ,drama thriller escort f word no opening credits one word title prosecutor  
Poolhall Junkies ,drama thriller beating hustler jail money revenge  
The Loss of Sexual Innocence ,drama 1950s italian murder tunisia vomiting  
Holy Motors ,drama fantasy boudoir death insanity male full frontal nudity penis  
Joe ,drama alcoholic cigarette smoking father son relationship teenage boy woods  
Shooting Fish ,comedy crime romance con artist money orphan scam secretary  
Prison ,crime drama horror thriller electric chair haunting prison prisoner revenge  
Psycho Beach Party ,comedy horror mystery cliche exchange student slasher spoof surfing  
The Big Tease ,comedy competition fake documentary hairdresser nudity reference to liberace  
"Buen Día, Ramón ",drama nan  
Trust ,crime drama thriller counselor fbi revenge motive school teenage girl  
